1	108 
2	91 
3	149 
4	149 
5	68 
6	57 
7	90 
8	60 
9	5 
10	87 
11	78 
12	89 
13	3 
14	44 
15	95 
16	156 
17	78 
18	59 
19	132 
20	37 
21	123 
22	136 
23	22 
24	81 
25	138 
26	159 
27	96 
28	16 
29	69 
30	92 
31	111 
32	25 
33	146 
34	77 
35	66 
36	144 
37	140 
38	5 
39	15 
40	80 
41	20 
42	111 
43	17 
44	19 
45	159 
46	129 
47	101 
48	65 
49	109 
50	27 
51	91 
52	72 
53	84 
54	91 
55	132 
56	10 
57	2 
58	51 
59	86 
60	56 
61	101 
62	7 
63	73 
64	62 
65	126 
66	113 
67	69 
68	110 
69	88 
70	47 
71	11 
72	129 
73	66 
74	123 
75	88 
76	15 
77	140 
78	145 
79	18 
80	112 
81	112 
82	28 
83	47 
84	113 
85	23 
86	7 
87	80 
88	73 
89	132 
90	123 
91	114 
92	92 
93	25 
94	147 
95	32 
96	71 
97	55 
98	157 
99	9 
100	150 
101	147 
102	115 
103	17 
104	128 
105	66 
106	120 
107	138 
108	73 
109	34 
110	74 
111	135 
112	34 
113	6 
114	113 
115	116 
116	94 
117	9 
118	13 
119	115 
120	148 
121	18 
122	83 
123	114 
124	17 
125	47 
126	43 
127	119 
128	54 
129	125 
130	13 
131	94 
132	131 
133	86 
134	35 
135	122 
136	46 
137	39 
138	158 
139	5 
140	144 
141	77 
142	129 
143	36 
144	134 
145	146 
146	142 
147	2 
148	40 
149	79 
150	124 
151	53 
152	90 
153	132 
154	120 
155	137 
156	41 
157	50 
158	135 
159	51 
160	114 
161	138 
162	158 
163	116 
164	63 
165	151 
166	75 
167	139 
168	133 
169	133 
170	63 
171	35 
172	101 
173	1 
174	41 
175	122 
176	156 
177	70 
178	2 
179	84 
180	151 
181	62 
182	100 
183	66 
184	63 
185	104 
186	59 
187	74 
188	158 
189	126 
190	113 
191	56 
192	107 
193	98 
194	131 
195	53 
196	37 
197	78 
198	41 
199	111 
200	95 
201	75 
202	47 
203	113 
204	84 
205	108 
206	152 
207	61 
208	74 
209	3 
210	107 
211	40 
212	79 
213	119 
214	79 
215	156 
216	132 
217	155 
218	119 
219	61 
220	79 
221	126 
222	12 
223	60 
224	59 
225	75 
226	11 
227	5 
228	69 
229	46 
230	26 
231	43 
232	149 
233	103 
234	82 
235	55 
236	72 
237	30 
238	158 
239	83 
240	92 
241	7 
242	152 
243	30 
244	16 
245	98 
246	90 
247	68 
248	87 
249	46 
250	44 
251	121 
252	53 
253	141 
254	61 
255	51 
256	140 
257	97 
258	76 
259	47 
260	110 
261	2 
262	99 
263	39 
264	57 
265	120 
266	68 
267	82 
268	145 
269	42 
270	66 
271	116 
272	77 
273	107 
274	148 
275	101 
276	103 
277	24 
278	157 
279	88 
280	51 
281	52 
282	11 
283	51 
284	73 
285	2 
286	93 
287	136 
288	80 
289	111 
290	55 
291	139 
292	33 
293	123 
294	22 
295	146 
296	16 
297	125 
298	58 
299	65 
300	7 
301	94 
302	14 
303	130 
304	96 
305	81 
306	118 
307	127 
308	63 
309	152 
310	122 
311	98 
312	60 
313	49 
314	41 
315	87 
316	8 
317	148 
318	100 
319	113 
320	100 
321	146 
322	96 
323	116 
324	39 
325	7 
326	70 
327	153 
328	76 
329	49 
330	28 
331	9 
332	33 
333	54 
334	94 
335	141 
336	94 
337	89 
338	60 
339	111 
340	103 
341	47 
342	149 
343	142 
344	67 
345	56 
346	1 
347	64 
348	109 
349	145 
350	54 
351	17 
352	72 
353	20 
354	32 
355	129 
356	17 
357	50 
358	86 
359	76 
