1	936
1	1578
1	5041
1	9729
1	9855
1	9982
1	9988
2	378
2	4010
2	5403
2	7905
2	8675
2	8802
2	9947
3	2230
3	5415
3	6108
3	7241
3	7486
3	9211
3	9404
4	6108
4	6937
4	7005
4	7241
4	8870
4	9390
4	9847
5	2577
5	2970
5	6535
5	6717
5	7658
5	8962
5	9080
6	3250
6	4728
6	4980
6	7294
6	8738
6	9227
6	9872
7	1574
7	2075
7	2947
7	5467
7	8039
7	9138
7	9547
8	3455
8	6178
8	7231
8	8457
8	8543
8	9215
8	9432
9	2918
9	6292
9	6622
9	7163
9	8360
9	8529
9	8902
10	1927
10	6011
10	6118
10	6161
10	6317
10	7224
10	8700
11	2081
11	5179
11	6019
11	7965
11	8718
11	8752
11	9686
12	2180
12	3690
12	4408
12	5498
12	6707
12	8303
12	8374
13	5759
13	7162
13	7174
13	7258
13	8045
13	9003
13	9841
14	3052
14	3295
14	6151
14	6192
14	6820
14	7715
14	7914
15	3222
15	6296
15	6431
15	7000
15	9646
15	9912
15	9965
16	511
16	4927
16	6504
16	7467
16	8853
16	9437
16	9964
17	1886
17	5095
17	8345
17	8689
17	9014
17	9163
17	9415
18	1196
18	1535
18	1685
18	2179
18	6999
18	8332
18	8380
19	1066
19	4228
19	8687
19	9117
19	9303
19	9466
19	9780
20	250
20	2844
20	4631
20	5806
20	7145
20	8864
20	9675
21	24
21	490
21	5129
21	7150
21	8259
21	8297
21	8921
22	564
22	4484
22	5702
22	7429
22	7602
22	8909
22	9159
23	2395
23	4785
23	7585
23	9546
23	9708
23	9818
23	9987
24	21
24	3241
24	4968
24	7111
24	7228
24	8099
24	8989
25	653
25	2548
25	2951
25	5428
25	5644
25	6838
25	7423
26	2551
26	7483
26	7755
26	8302
26	8340
26	9672
26	9937
27	661
27	7463
27	7615
27	8538
27	8857
27	9487
27	9648
28	661
28	4487
28	8225
28	8856
28	8857
28	8950
28	9487
29	100
29	2188
29	8246
29	9507
29	9746
29	9812
29	9930
30	2127
30	4410
30	5544
30	6226
30	7412
30	7603
30	9836
31	3820
31	5756
31	6162
31	7894
31	9393
31	9676
31	9679
32	4451
32	6303
32	6675
32	7512
32	9040
32	9170
32	9728
33	5290
33	7687
33	8121
33	8205
33	8789
33	9095
33	9436
34	484
34	580
34	791
34	7353
34	8272
34	8361
34	9892
35	402
35	4823
35	8756
35	9776
35	9833
35	9844
35	9871
36	3685
36	7318
36	7322
36	7618
36	7765
36	7970
36	9154
37	199
37	2805
37	5226
37	6776
37	9360
37	9555
37	9796
38	452
38	1197
38	4898
38	6142
38	7108
38	8188
38	9024
39	8286
39	8808
39	8985
39	9254
39	9265
39	9374
39	9984
40	5636
40	6326
40	6472
40	7055
40	7206
40	9581
40	9823
41	3064
41	4523
41	7759
41	7828
41	8364
41	8510
41	8511
42	917
42	5790
42	6502
42	6588
42	7526
42	8205
42	8909
43	3262
43	5712
43	6391
43	7139
43	7582
43	8257
43	9915
44	2211
44	3456
44	4498
44	7541
44	7743
44	8168
44	8744
45	86
45	1378
45	5763
45	6733
45	6751
45	7014
45	9315
46	1307
46	2553
46	3502
46	7536
46	8647
46	9109
46	9609
47	1259
47	8136
47	8877
47	9011
47	9352
47	9661
47	9913
48	2064
48	3605
48	5482
48	7227
48	7714
48	7928
48	9786
49	1983
49	4799
49	5233
49	5938
49	6162
49	9617
49	9636
50	3736
50	4002
50	5563
50	6985
50	7282
50	7382
50	7929
51	1465
51	7529
51	8442
51	8460
51	8922
51	9222
51	9737
52	6888
52	6933
52	7705
52	8130
52	9078
52	9498
52	9570
53	1250
53	7087
53	8075
53	8727
53	9017
53	9019
53	9964
54	1919
54	3064
54	3986
54	4163
54	5672
54	8212
54	9799
55	3105
55	6575
55	7203
55	7222
55	8225
55	9538
55	9824
56	4656
56	5192
56	7976
56	8339
56	8904
56	9189
56	9926
57	4702
57	5972
57	6730
57	9185
57	9529
57	9565
57	9591
58	2856
58	2928
58	4828
58	5959
58	8133
58	8818
58	9834
59	3126
59	5270
59	5354
59	5497
59	6016
59	6306
59	6453
60	4676
60	5220
60	5825
60	7078
60	8595
60	9157
60	9362
61	472
61	885
61	5470
61	5563
61	8390
61	9627
61	9849
62	1770
62	2326
62	2444
62	8927
62	9613
62	9714
62	9930
63	2178
63	3495
63	6472
63	8244
63	8749
63	9601
63	9903
64	1616
64	2636
64	4186
64	5833
64	6495
64	7445
64	8226
65	4798
65	5493
65	7346
65	7530
65	8371
65	8578
65	9142
66	868
66	3106
66	3122
66	4804
66	7392
66	9594
66	9945
67	6205
67	7229
67	7633
67	8214
67	8683
67	9377
67	9562
68	6830
68	7207
68	8170
68	8263
68	8950
68	9061
68	9977
69	414
69	1742
69	4443
69	6440
69	8063
69	8471
69	9622
70	2402
70	6209
70	7864
70	8645
70	8748
70	9019
70	9376
71	3088
71	4814
71	5126
71	7823
71	9572
71	9981
71	9992
72	1527
72	7002
72	7936
72	8547
72	9260
72	9790
72	9893
73	1175
73	2867
73	3740
73	6119
73	7614
73	9741
73	9888
74	254
74	6895
74	8370
74	8755
74	9207
74	9605
74	9870
75	764
75	1635
75	2420
75	5118
75	5728
75	6415
75	8107
76	2296
76	2324
76	4251
76	4269
76	8068
76	9729
76	9989
77	1342
77	7304
77	8210
77	8892
77	8986
77	9142
77	9896
78	1657
78	5447
78	6936
78	8117
78	8678
78	9156
78	9882
79	1643
79	6401
79	8786
79	8965
79	9310
79	9821
79	9857
80	2832
80	6495
80	7908
80	8883
80	9209
80	9669
80	9916
81	3207
81	5780
81	8432
81	9590
81	9699
81	9936
81	9994
82	130
82	4165
82	4444
82	6290
82	6662
82	7812
82	8485
83	4584
83	5623
83	6096
83	7598
83	8832
83	8843
83	9547
84	3643
84	6991
84	8278
84	8420
84	8441
84	9029
84	9090
85	494
85	1158
85	4914
85	5634
85	7391
85	8472
85	9943
86	45
86	2723
86	5318
86	6084
86	6525
86	9314
86	9432
87	7204
87	7468
87	7982
87	8223
87	8281
87	8944
87	9204
88	3853
88	5273
88	7441
88	9072
88	9272
88	9530
88	9741
89	6094
89	6680
89	6958
89	9446
89	9617
89	9795
89	9903
90	3387
90	3940
90	5000
90	6673
90	6832
90	9116
90	9550
91	3611
91	5532
91	7373
91	7809
91	8143
91	8664
91	9618
92	1911
92	7030
92	7877
92	8825
92	8992
92	9204
92	9658
93	6156
93	7179
93	8136
93	8376
93	9381
93	9805
93	9898
94	2111
94	2137
94	3151
94	5487
94	6874
94	9644
94	9897
95	834
95	1450
95	2231
95	4504
95	8112
95	8732
95	9199
96	495
96	2110
96	6048
96	6051
96	6146
96	6396
96	6764
97	3111
97	5601
97	7866
97	8605
97	9225
97	9623
97	9788
98	2667
98	4559
98	6819
98	7959
98	8045
98	8415
98	8920
99	3769
99	5213
99	6703
99	7973
99	9548
99	9769
99	9873
100	29
100	1501
100	2174
100	3907
100	5861
100	7612
100	9681
101	5209
101	7171
101	7778
101	8056
101	8953
101	9166
101	9366
102	2938
102	4830
102	6559
102	6906
102	8618
102	8775
102	8799
103	667
103	1238
103	2280
103	4698
103	5881
103	8589
103	9655
104	271
104	6973
104	7048
104	9010
104	9697
104	9781
104	9863
105	942
105	2741
105	7317
105	8945
105	8990
105	9147
105	9918
106	5535
106	6971
106	7723
106	8241
106	8519
106	8712
106	9957
107	151
107	1430
107	2475
107	2678
107	5699
107	7438
107	8160
108	900
108	1750
108	4546
108	6886
108	8508
108	8974
108	9198
109	1169
109	4340
109	6296
109	7948
109	9612
109	9866
109	9927
110	2558
110	6809
110	7157
110	8991
110	9215
110	9350
110	9405
111	761
111	862
111	5334
111	8549
111	8567
111	9179
111	9756
112	2618
112	6266
112	7484
112	8153
112	8447
112	8661
112	9543
113	1125
113	6364
113	6817
113	7097
113	7740
113	7860
113	8075
114	933
114	5386
114	8630
114	9083
114	9190
114	9324
114	9727
115	3845
115	4839
115	5070
115	6965
115	7272
115	8253
115	9306
116	163
116	1162
116	6142
116	7929
116	8467
116	8762
116	9785
117	4263
117	6223
117	7349
117	7731
117	8028
117	8086
117	8395
118	5297
118	7263
118	7420
118	8836
118	9672
118	9836
118	9974
119	2963
119	6649
119	8696
119	8961
119	9347
119	9461
119	9463
120	1886
120	7324
120	8378
120	8679
120	9118
120	9186
120	9819
121	4184
121	8566
121	8736
121	9589
121	9611
121	9827
121	9894
122	1051
122	1107
122	5427
122	7483
122	8969
122	9159
122	9883
123	2666
123	3238
123	5876
123	6841
123	7369
123	8221
123	9948
124	2266
124	4365
124	5649
124	6363
124	6716
124	8966
124	9725
125	5156
125	5214
125	5225
125	5691
125	6435
125	9184
125	9354
126	838
126	5547
126	7017
126	7377
126	7698
126	7873
126	8850
127	5420
127	6859
127	7708
127	8292
127	8373
127	9900
127	9980
128	4025
128	4292
128	6744
128	6776
128	7781
128	9096
128	9698
129	2031
129	2942
129	6189
129	8757
129	8824
129	9176
129	9687
130	82
130	4323
130	6338
130	6731
130	7356
130	8352
130	8623
131	2701
131	4955
131	6247
131	7489
131	8567
131	9247
131	9898
132	3705
132	6969
132	7379
132	7992
132	8704
132	8819
132	9589
133	3625
133	6283
133	7435
133	8559
133	8973
133	9085
133	9971
134	1803
134	3758
134	7103
134	7283
134	8231
134	8384
134	8655
135	1447
135	7500
135	8641
135	9189
135	9796
135	9870
135	9924
136	2386
136	3465
136	7376
136	7814
136	7931
136	8068
136	9678
137	4703
137	6191
137	8295
137	8632
137	9429
137	9865
137	9936
138	331
138	410
138	1990
138	6267
138	7468
138	7476
138	9483
139	857
139	3429
139	3818
139	7470
139	9356
139	9669
139	9837
140	322
140	5910
140	6473
140	7837
140	9171
140	9290
140	9534
141	4450
141	4598
141	6157
141	7668
141	8064
141	8800
141	9772
142	4163
142	5028
142	5828
142	6796
142	8165
142	8944
142	9094
143	152
143	1033
143	4599
143	5342
143	7422
143	9203
143	9851
144	768
144	6611
144	7202
144	7737
144	9057
144	9380
144	9647
145	391
145	1514
145	5521
145	6930
145	7995
145	8710
145	9725
146	736
146	1998
146	3647
146	5289
146	6247
146	9134
146	9985
147	2895
147	5039
147	6008
147	7379
147	7694
147	9589
147	9818
148	1722
148	2304
148	3717
148	8703
148	9674
148	9717
148	9808
149	2495
149	2655
149	2838
149	5849
149	7755
149	9937
149	9974
150	2524
150	3051
150	3956
150	5955
150	6155
150	8761
150	9790
151	107
151	4055
151	5218
151	6004
151	9543
151	9688
151	9885
152	143
152	235
152	1738
152	7792
152	9160
152	9323
152	9852
153	4141
153	5565
153	6688
153	6953
153	7131
153	8830
153	9333
154	3481
154	4614
154	5889
154	8669
154	9245
154	9579
154	9776
155	905
155	2845
155	4562
155	9043
155	9400
155	9513
155	9687
156	1711
156	2607
156	2967
156	6516
156	7014
156	8454
156	9449
157	5876
157	7734
157	7857
157	8420
157	8622
157	9105
157	9418
158	4843
158	5606
158	6667
158	8555
158	9043
158	9050
158	9513
159	1251
159	2195
159	3558
159	8919
159	9031
159	9211
159	9245
160	7450
160	7864
160	8028
160	8092
160	8214
160	8668
160	8927
161	3978
161	5593
161	6934
161	7877
161	8554
161	8759
161	9579
162	371
162	3296
162	4131
162	4193
162	8097
162	9226
162	9373
163	116
163	816
163	6650
163	7431
163	9427
163	9610
163	9827
164	807
164	6945
164	6968
164	8469
164	9340
164	9587
164	9846
165	2610
165	4717
165	7359
165	7978
165	8284
165	8300
165	8699
166	2718
166	5082
166	6196
166	7988
166	8914
166	9277
166	9630
167	187
167	4263
167	4794
167	7784
167	8068
167	8897
167	9989
168	1290
168	3194
168	7746
168	7794
168	8058
168	9108
168	9283
169	331
169	4248
169	7300
169	7826
169	8223
169	9702
169	9734
170	2904
170	4044
170	5000
170	7858
170	8088
170	8650
170	9388
171	2592
171	3983
171	6469
171	8219
171	8508
171	8716
171	8958
172	7865
172	8042
172	8087
172	8511
172	9223
172	9355
172	9866
173	5082
173	5934
173	7385
173	7428
173	8822
173	9207
173	9794
174	1637
174	3102
174	6067
174	6336
174	7960
174	8296
174	8503
175	1289
175	5499
175	6250
175	7677
175	7949
175	9129
175	9759
176	4503
176	4653
176	7042
176	9199
176	9688
176	9817
176	9896
177	2354
177	4943
177	4996
177	5622
177	5789
177	5870
177	7697
178	805
178	2300
178	8436
178	8911
178	9150
178	9166
178	9850
179	6129
179	8257
179	8307
179	8933
179	9063
179	9378
179	9619
180	2062
180	5179
180	5951
180	8307
180	8492
180	9682
180	9885
181	3530
181	3942
181	4499
181	7991
181	9155
181	9814
181	9894
182	4122
182	5997
182	6272
182	7847
182	7953
182	8564
182	9752
183	413
183	835
183	2735
183	5160
183	7959
183	9313
183	9734
184	1617
184	3923
184	5458
184	5698
184	7950
184	9848
184	9952
185	1131
185	1572
185	1854
185	2333
185	9402
185	9530
185	9763
186	3011
186	4854
186	6792
186	7502
186	9118
186	9186
186	9285
187	167
187	4217
187	4236
187	6972
187	7029
187	8647
187	9393
188	4470
188	6611
188	7267
188	8671
188	9322
188	9700
188	9726
189	2250
189	3070
189	3209
189	7649
189	7982
189	8132
189	9732
190	4785
190	5484
190	6510
190	7753
190	7811
190	9237
190	9818
191	4341
191	6719
191	8283
191	8475
191	9587
191	9843
191	9979
192	3415
192	4049
192	6190
192	6372
192	8949
192	9556
192	9648
193	4039
193	5641
193	6569
193	7673
193	8233
193	8896
193	8937
194	4522
194	4598
194	5017
194	7442
